course_title,platform,tags,level,rating,url
Create a Client Network by Hosting WordPress Sites,Udemy,Web Development,Intermediate Level,1.061,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/
Introduction to PHP Slim Microframework,Udemy,Web Development,Intermediate Level,1.312,https://www.udemy.com/introduction-to-php-slim-microframework/
ASP :basics for beginners,Udemy,Web Development,All Levels,0.764,https://www.udemy.com/asp-basics-for-beginners/
"WordPress Development With NodeJS, Gulp, Composer & More",Udemy,Web Development,Intermediate Level,0.289,https://www.udemy.com/wordpress-development-with-nodejs-gulpjs-composer-sass-more/
Become PHP Facebook Developer: Password-Less Authentication,Udemy,Web Development,All Levels,4.001,https://www.udemy.com/php-facebook-developer-password-less-authentication/
How To Create Your Very First Website With HTML and CSS,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/how-to-create-a-website-with-html-and-css/
Learn JSON for beginners with JavaScript,Udemy,Web Development,Beginner Level,3.193,https://www.udemy.com/json-javascript-course/
Ultimate guide to Social Media Web development integration,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/ultimate-guide-to-social-media-web-development-integration/
A Complete Laravel basics from beginner to expert,Udemy,Web Development,All Levels,3.492,https://www.udemy.com/learn-laravel-from-beginner-to-expert/
JQuery Basics - Learn JQuery From Scratch,Udemy,Web Development,Beginner Level,3.559,https://www.udemy.com/jquery-basics-learn-jquery-from-scratch/
Learn MeteorJS By Building 10 Real World Projects,Udemy,Web Development,All Levels,2.784,https://www.udemy.com/learn-meteorjs-by-building-10-real-world-projects/
JavaScript Basics for Beginners Introduction to coding,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/
AngularJS Masterclass - Deep Dive & Understand AngularJS,Udemy,Web Development,All Levels,2.912,https://www.udemy.com/angularjs-masterclass/
HTML5 for beginners,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/html-complete-html-course-for-beginners/
All in one HTML CSS and JQuery,Udemy,Web Development,All Levels,3.444,https://www.udemy.com/all-in-one-html-css-and-jquery/
Responsive Design with NEW Materialize,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/responsive-design-with-new-google-materialize/
Create a Responsive Business Website with WordPress,Udemy,Web Development,All Levels,1.659,https://www.udemy.com/creating-a-business-website-with-a-responsive-design/
PHP webservices,Udemy,Web Development,All Levels,1.305,https://www.udemy.com/php-webservices/
JavaScript Promises: Applications in ES6 and AngularJS,Udemy,Web Development,Beginner Level,0.651,https://www.udemy.com/javascript-promises-applications-in-es6-and-angularjs/
Learn to build 20 websites and build 14 iOS9 apps with swift,Udemy,Web Development,All Levels,1.926,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/
Professional CSS Flexbox,Udemy,Web Development,Intermediate Level,0.396,https://www.udemy.com/css-flexbox/
XML :basics for beginners,Udemy,Web Development,All Levels,1.062,https://www.udemy.com/xml-basics-for-beginners/
How to create Paypal and Credit card Payment Buttons,Udemy,Web Development,Beginner Level,0.578,https://www.udemy.com/how-to-create-paypal-and-credit-card-payment-buttons/
Customizr - Learn WordPress with the ultimate creative theme,Udemy,Web Development,Beginner Level,4.735,https://www.udemy.com/wpcustomizrcourse/
How To Create a Local Wordpress Environment,Udemy,Web Development,Beginner Level,4.306,https://www.udemy.com/how-to-create-a-local-wordpress-environment/
Fun and creative web engineering with Python and Web2py,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/web-engineering-with-python-and-web2py/
WordPress for Beginners - Build Your First Website in 2017,Udemy,Web Development,Beginner Level,1.701,https://www.udemy.com/from-novice-to-ninja-the-complete-wordpress-training-course/
Learn to Make an Animated Image Gallery using HTML5,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/learn-to-make-an-animated-image-gallery-using-html5/
Projects in Foundation Framework - Learn By Building 10 Apps,Udemy,Web Development,All Levels,0.636,https://www.udemy.com/foundation-framework-course/
Drupal for Beginners,Udemy,Web Development,Beginner Level,1.478,https://www.udemy.com/getting-started-with-drupal-for-total-beginners/
Laravel : CRUD Application Using AJAX In Laravel 5.3,Udemy,Web Development,Intermediate Level,0.362,https://www.udemy.com/laravel-53-crud-application-with-ajax/
Foundations of Front-End Web Development,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/foundations-of-front-end-development/
Angular 2 - Superheroic Framework,Udemy,Web Development,Beginner Level,0.702,https://www.udemy.com/marutiangular2/
Social Network Web Development,Udemy,Web Development,All Levels,2.698,https://www.udemy.com/how-to-create-a-social-network-site-from-scratch/
For Free - Deploy Quickly Spring Boot on Heroku With MySQL,Udemy,Web Development,All Levels,0.177,https://www.udemy.com/learn-quickly-deploying-spring-boot-app-on-heroku-with-mysql/
Building Web Applications with Spring MVC,Udemy,Web Development,All Levels,0.714,https://www.udemy.com/building-web-applications-with-spring-mvc/
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",Udemy,Web Development,All Levels,1.062,https://www.udemy.com/html5-css3-bootstrap-how-to-create-a-responsive-website/
HTML & CSS - Learn to build sleek websites,Udemy,Web Development,All Levels,1.552,https://www.udemy.com/html-css-learn-to-build-sleek-websites/
Master Angular 2 - The No Nonsense Course,Udemy,Web Development,Beginner Level,0.102,https://www.udemy.com/angular-2-tutorial/
Master ASP . NET 4 from scratch,Udemy,Web Development,All Levels,0.613,https://www.udemy.com/masteraspnet/
CoffeeScript: The Good Parts—Write Better javaScript,Udemy,Web Development,Beginner Level,2.152,https://www.udemy.com/coffeescript/
Mastering Magento,Udemy,Web Development,All Levels,1.063,https://www.udemy.com/mastering-magento/
Ultimate JavaScript Strings,Udemy,Web Development,Beginner Level,3.142,https://www.udemy.com/js-strings/
Your Own Site in 45 Min: The Complete Wordpress Course,Udemy,Web Development,All Levels,1.566,https://www.udemy.com/wordpress-sites/
Redirect Your Visitors By Country Easily -Wordpress Tutorial,Udemy,Web Development,Beginner Level,2.306,https://www.udemy.com/redirect-your-visitors-by-country-easily-wordpress-tutorial/
Learn Knockout JS Framework from GroundUp,Udemy,Web Development,All Levels,0.633,https://www.udemy.com/learn-knockout-js-framework-from-groundup/
Build Responsive Websites  in an Hour using Portalfin,Udemy,Web Development,All Levels,2.859,https://www.udemy.com/build-website/
Master Riot: Learn Riot.js from Scratch,Udemy,Web Development,Intermediate Level,0.299,https://www.udemy.com/master-riot/
Learn W3.CSS,Udemy,Web Development,All Levels,1.002,https://www.udemy.com/learn-w3css/
Learning Axure RP,Udemy,Web Development,All Levels,0.631,https://www.udemy.com/learning-axure-rp/
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",Udemy,Web Development,All Levels,1.386,https://www.udemy.com/a-complete-guide-to-install-wordpress-php-on-cloud-server-aws-or-vps/
"Kids Coding -Introduction to HTML, CSS and JavaScript",Udemy,Web Development,Beginner Level,2.355,https://www.udemy.com/kids-coding-introduction-to-html-css-and-javascript/
Introduction to Voice Design with Amazon's Alexa,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/amazonalexa/
How to Create a Social Network For a Niche-Related Community,Udemy,Web Development,All Levels,1.853,https://www.udemy.com/how-to-create-a-social-network/
Webpack 1 & 2 - The Complete Guide,Udemy,Web Development,All Levels,0.252,https://www.udemy.com/webpack-complete-guide/
Star Rating Project AJAX with JSON response from PHP MySQL,Udemy,Web Development,Beginner Level,1.302,https://www.udemy.com/star-rating-project-ajax-with-json-response-from-php-mysql/
Wordpress for beginners :Build Websites Fast without Coding,Udemy,Web Development,All Levels,1.658,https://www.udemy.com/wordpress-create-websites-fast-wo-coding-and-make-money/
ASP.Net MVC Quick Start,Udemy,Web Development,Intermediate Level,5.0,https://www.udemy.com/aspnet-mvc-quick-start/
Build a Chatbot integrated Website using Bootstrap 4,Udemy,Web Development,All Levels,0.165,https://www.udemy.com/build-a-chatbot-integrated-website-using-bootstrap-4/
How To Create A WordPress Website Without Paying A Developer,Udemy,Web Development,Beginner Level,4.333,https://www.udemy.com/wordpress-website-in-under-one-hour/
PSD to Bootstrap 3 for Beginners using HTML & CSS,Udemy,Web Development,Beginner Level,0.976,https://www.udemy.com/psd-to-bootstrap/
Build Advanced Responsive Websites with Foundation 6 & SASS,Udemy,Web Development,All Levels,1.276,https://www.udemy.com/foundation-5-sass-learn-by-building-a-complete-website/
Learn Essential Javascript Fundamentals - Lite,Udemy,Web Development,All Levels,1.476,https://www.udemy.com/learn-essential-javascript-fundamentals-lite/
Learn HTML in 2 hours!,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/learn-html5-in-2-hours/
Laravel 4 try and enjoy php coding,Udemy,Web Development,Beginner Level,2.402,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/
Wordpress Beginner Tutorial: Build Your First Website,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/wordpress-beginner-tutorial-build-your-first-website/
Build Complex Express Sites with Redis and Socket IO,Udemy,Web Development,Intermediate Level,0.223,https://www.udemy.com/build-complex-express-sites-with-redis-and-socket-io/
Building a ASP.NET MVC 5 Membership Website,Udemy,Web Development,Intermediate Level,0.654,https://www.udemy.com/building-a-mvc-5-membership-website/
Drupal Views: Introduction to Enhancing Your Drupal Website,Udemy,Web Development,Beginner Level,1.262,https://www.udemy.com/drupalviews/
Bootstrap Bootcamp - Responsive web development- 8 projects,Udemy,Web Development,All Levels,0.253,https://www.udemy.com/bootstrap-bootcamp-with-projects/
Self Advertise Using PowerPoint Twitter and Facebook on ios,Udemy,Web Development,Beginner Level,1.78,https://www.udemy.com/the-basic-roadmap-to-power-point-advertising-for-mac/
Learning Bootstrap 3 - Tutorial From Infinite Skills,Udemy,Web Development,All Levels,1.266,https://www.udemy.com/bootstrap-3/
Practical Web Development: Make Websites Quickly And Easily,Udemy,Web Development,All Levels,2.389,https://www.udemy.com/make-beautiful-websites-in-a-few-hours/
"Learn animation using CSS3, Javascript and HTML5",Udemy,Web Development,All Levels,1.468,https://www.udemy.com/animating-css-javascript/
Creating Interactive HTML5 Video,Udemy,Web Development,Intermediate Level,0.838,https://www.udemy.com/creating-interactive-html5-video/
Optimizing Wordpress for More Speed and Revenue,Udemy,Web Development,Intermediate Level,2.649,https://www.udemy.com/optimizing-wordpress-for-more-speed-and-revenue/
JavaScript project Learn to create a memory Game and more,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/
The Complete JavaScript Bootcamp,Udemy,Web Development,All Levels,1.839,https://www.udemy.com/the-complete-javascript-bootcamp/
JavaScript for Absolute Beginners,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/javascript-for-absolute-beginners/
Complete JavaScript Course for Beginners with Easy Examples,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/javascript-for-dummies-and-newbies/
Angular 2 Master Class with Alejandro Rangel,Udemy,Web Development,All Levels,4.157,https://www.udemy.com/angular-2-master-class-with-alejandro-rangel/
Quick learning jQuery web development,Udemy,Web Development,Intermediate Level,3.388,https://www.udemy.com/quick-learning-jquery-web-development/
Google Blogger Course,Udemy,Web Development,Intermediate Level,1.343,https://www.udemy.com/free-blogger-course/
"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",Udemy,Web Development,All Levels,3.399,https://www.udemy.com/ajax-in-javascript-and-jquery-with-php/
PHP Tutorial: Learn PHP Basic Programming for Beginners,Udemy,Web Development,Beginner Level,2.51,https://www.udemy.com/php-tutorial-beginners/
Mastering Modern Web Development Using React,Udemy,Web Development,All Levels,1.537,https://www.udemy.com/mastering-modern-web-development-using-react/
"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/fullstack-javascript/
The Essential Web Developer Course - Build 12 Websites,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/the-essential-web-developer-course/
Build Powerful Websites & Blogs using WordPress - No Coding,Udemy,Web Development,Beginner Level,1.024,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,Udemy,Web Development,All Levels,0.325,https://www.udemy.com/learn-to-build-web-apps-using-underscorejs-code-like-a-pro/
Building Web Apps Using Flask and Neo4j,Udemy,Web Development,All Levels,0.166,https://www.udemy.com/building-web-apps-using-flask-and-neo4j/
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,Udemy,Web Development,All Levels,0.203,https://www.udemy.com/learn-web-animation-with-svg-and-gsap/
Build Your Own Membership Website With Joomla,Udemy,Web Development,All Levels,1.134,https://www.udemy.com/build-your-own-membership-website-with-joomla/
Learn Spring Security 4 Basics - Hands On,Udemy,Web Development,Beginner Level,0.216,https://www.udemy.com/learn-spring-security-4-basics-hands-on/
Display and analyze GIS data on the web with Leaflet.js,Udemy,Web Development,Intermediate Level,0.025,https://www.udemy.com/display-and-analyze-gis-data-on-the-web/
How to Build a CMS with PHP,Udemy,Web Development,Beginner Level,1.096,https://www.udemy.com/make-a-cms/
Responsive Web Design with HTML5 and CSS3 - Introduction,Udemy,Web Development,Beginner Level,0.77,https://www.udemy.com/responsive-web-design-with-html5-and-css3-introduction/
Master Typescript : Learn Typescript from scratch,Udemy,Web Development,All Levels,0.424,https://www.udemy.com/master-typescript/
XSD :basics for beginners,Udemy,Web Development,All Levels,0.755,https://www.udemy.com/xsd-basics-for-beginners/
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,Udemy,Web Development,Intermediate Level,0.652,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/
Css Positioning For Absolute Beginners: A Basic Introduction,Udemy,Web Development,Beginner Level,4.797,https://www.udemy.com/learn-how-css-positioning-works-a/
Creating User Authentication System in CodeIgniter,Udemy,Web Development,All Levels,2.783,https://www.udemy.com/codeigniter-user-authentication-system/
How to easily Manage your WordPress Website,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/manage-wordpress-website/
Wordpress For Beginners: Create a Professional Website,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/learn-how-to-create-a-website-with-wordpress/
"Building a Portfolio in 90 minutes ( HTML, CSS, Js )",Udemy,Web Development,All Levels,5.0,https://www.udemy.com/build-a-portfolio-website-in-90-minutes-html-css-js/
Automate Web Development With Gulp JS,Udemy,Web Development,All Levels,2.784,https://www.udemy.com/learn-gulp/
Bootstrap 4 Responsive Web Design and Development,Udemy,Web Development,Beginner Level,3.086,https://www.udemy.com/bootstrap-4-responsive-web-design-and-development/
Intro To HTML & CSS: Web Development For Beginners,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/intro-to-html-and-css-basics/
Become Exceptional in HTML and HTML5,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/become-exceptional-in-html-html5/
Become a Rockstar Web Developer - Learn By Coding,Udemy,Web Development,All Levels,2.076,https://www.udemy.com/become-rockstar-php-developer/
Spring 4 Mastercourse: Covers Annotation & XML Configuration,Udemy,Web Development,Intermediate Level,1.353,https://www.udemy.com/java-spring-framework/
WordPress Plugin Development for 2017 - Build 14 Plugins,Udemy,Web Development,All Levels,3.77,https://www.udemy.com/advanced-wordpress-development-take-control-of-the-back-end/
Single Page Application of MVC 5 Using AngularJS,Udemy,Web Development,Intermediate Level,0.722,https://www.udemy.com/maruti-spa-angularjs/
"Learn to Code in HTML5, CSS3, and JavaScript",Udemy,Web Development,Beginner Level,1.404,https://www.udemy.com/learn-to-code-in-html5-css3-and-javascript/
Web Application Development - Learn by Building 3 Web Apps,Udemy,Web Development,Beginner Level,1.688,https://www.udemy.com/build-3-web-applications-in-90-minutes/
Rails Ecommerce App with HTML Template from Themeforest,Udemy,Web Development,Intermediate Level,0.214,https://www.udemy.com/rails-ecommerce-app-with-html-template-from-themeforest/
Writing CSS with {LESS} - Tutorial From Infinite Skills,Udemy,Web Development,All Levels,0.788,https://www.udemy.com/writing-css-with-less-tutorial-from-infinite-skills/
Login and Registration from Scratch with PHP and MySQL,Udemy,Web Development,Intermediate Level,1.128,https://www.udemy.com/authentication-from-scratch-with-php-and-mysql/
Getting Started with Magento,Udemy,Web Development,All Levels,0.608,https://www.udemy.com/getting-started-with-magento/
Ruby on Rails Foundations,Udemy,Web Development,All Levels,0.359,https://www.udemy.com/how-to-learn-ruby-on-rails/
Core Concepts in HTML 5,Udemy,Web Development,Beginner Level,1.532,https://www.udemy.com/core-concepts-in-html-5/
Learn Azure Cloud Step by Step,Udemy,Web Development,Intermediate Level,0.791,https://www.udemy.com/marutiazure/
Learn Facebook Flux Architecture for Web Applications,Udemy,Web Development,All Levels,0.395,https://www.udemy.com/learn-facebook-flux-architecture-for-web-applications/
"Create free, fast and secure static website",Udemy,Web Development,Beginner Level,0.322,https://www.udemy.com/create-free-fast-and-secure-static-website/
Object Orientation in PHP,Udemy,Web Development,Beginner Level,0.151,https://www.udemy.com/object-orientation/
Creating Custom Web Maps,Udemy,Web Development,Intermediate Level,0.208,https://www.udemy.com/creating-custom-web-maps/
Build A YouTube Downloader With C# And GitHub,Udemy,Web Development,Intermediate Level,0.385,https://www.udemy.com/youtubedownloader/
Querying Microsoft SQL Server 2012 - (Exam No. 70-461),Udemy,Web Development,All Levels,0.666,https://www.udemy.com/querying-sql-server-2012-70-461/
HTTP Clients with Laravel: Use and Consume Services and APIs,Udemy,Web Development,Intermediate Level,0.237,https://www.udemy.com/http-clients-with-laravel-use-and-consume-services-and-apis/
Modern E-Commerce Store In php & mysqli With Bootstrap,Udemy,Web Development,All Levels,0.24,https://www.udemy.com/modern-e-commerce-store-in-php-mysqli-with-bootstrap/
Simple And Easy: Wordpress For Beginners,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/simple-and-easy-wordpress-101/
Create Website from scratch in Urdu & Hindi,Udemy,Web Development,Intermediate Level,3.033,https://www.udemy.com/create-website-from-scratch-in-urdu-hindi/
Advance Unix : File Processing: AWK | GREP | VIM,Udemy,Web Development,All Levels,0.458,https://www.udemy.com/advance-unix-file-processing/
Introduction to Node.js Development,Udemy,Web Development,Expert Level,1.779,https://www.udemy.com/refactoru-intro-nodejs/
Advance JavaScript for Coders: Learn OOP in JavaScript,Udemy,Web Development,Intermediate Level,0.334,https://www.udemy.com/advance-javascript-for-coders-learn-oop-in-javascript/
Web Development With Google Maps,Udemy,Web Development,Beginner Level,0.222,https://www.udemy.com/webdevelopmentwithgooglemaps/
jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,Udemy,Web Development,All Levels,0.422,https://www.udemy.com/jquery-ui-ultimatedesign-amazing-interfaces-using-jquery-ui/
Learn Spring Security 4 Intermediate - Hands On,Udemy,Web Development,Intermediate Level,0.227,https://www.udemy.com/learn-spring-security-4-intermediate-hands-on/
Learning Path: The Road to Elasticsearch,Udemy,Web Development,Beginner Level,0.05,https://www.udemy.com/learning-path-the-road-to-elasticsearch/
HTML/CSS Bootcamp,Udemy,Web Development,Beginner Level,0.194,https://www.udemy.com/html-css-code-bootcamp/
JavaScript High Performance,Udemy,Web Development,All Levels,0.458,https://www.udemy.com/javascript-high-performance/
Node:js : Building Rest Apis with Sails.js,Udemy,Web Development,Beginner Level,0.061,https://www.udemy.com/building-rest-apis-with-sailsjs-and-nodejs/
Fundamentals of Angular 2 Full Stack Design,Udemy,Web Development,Beginner Level,0.314,https://www.udemy.com/fundamentals-of-angular-2-full-stack-design/
Create Newsletter Subscription Form with PHP/AJAX in 40 Min,Udemy,Web Development,All Levels,0.586,https://www.udemy.com/php-ajax-form-with-validation-email-ip-tracking-in-40-minutes/
AppML :basics for beginners,Udemy,Web Development,All Levels,0.77,https://www.udemy.com/appml-basics-for-beginners/
How to manage your own VPS and create websites,Udemy,Web Development,All Levels,0.735,https://www.udemy.com/manage-vps/
Learn BuddyPress: Build A Social Network with WordPress,Udemy,Web Development,All Levels,1.299,https://www.udemy.com/learn-buddypress-build-a-social-network-with-wordpress/
HTML FOR BEGINNERS,Udemy,Web Development,All Levels,0.791,https://www.udemy.com/html-5-for-beginners/
XML XQuery - Crash Course for Beginners,Udemy,Web Development,All Levels,0.426,https://www.udemy.com/xml-xquery-crash-course-for-beginners/
Simplified Cross Browser Web Testing Using VirtualBox,Udemy,Web Development,Beginner Level,0.796,https://www.udemy.com/cross-browser-web-testing-virtualbox/
JavaScript and jQuery Basics: Start The Journey,Udemy,Web Development,All Levels,1.316,https://www.udemy.com/learn-javacript/
How to Install WordPress From Scratch,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/install-wordpress/
CSS :basics for beginners,Udemy,Web Development,All Levels,1.085,https://www.udemy.com/learn-css-fast/
"WordPress Development - Themes, Plugins & Single Page Apps",Udemy,Web Development,Intermediate Level,0.817,https://www.udemy.com/wordpress-development-create-wordpress-themes-and-plugins/
Learn Effective HTML in No Time!,Udemy,Web Development,All Levels,1.275,https://www.udemy.com/learn-effective-html-in-no-time/
HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,Udemy,Web Development,All Levels,1.526,https://www.udemy.com/html5-geolocation-in-depth-build-location-aware-applications/
Building a Search Engine in PHP & MySQL,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/creating-a-search-engine-in-php/
create a search engine for your website!,Udemy,Web Development,Intermediate Level,1.832,https://www.udemy.com/create-a-simple-php-mysql-search-engine/
Learn basics of HTML in 30 Minutes,Udemy,Web Development,Beginner Level,0.945,https://www.udemy.com/learn-basics-of-html/
JavaScript from Scratch for Very Beginners,Udemy,Web Development,Beginner Level,1.272,https://www.udemy.com/javascript-basics-for-begginers/
Learn Web Development by Creating a Social Network,Udemy,Web Development,Beginner Level,0.442,https://www.udemy.com/meteor-tutorial/
CSS Image filters - The modern web images color manipulation,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/super-awesome-images-with-css-image-filters/
Building Responsive Websites with Bootstrap 3 Framework,Udemy,Web Development,Intermediate Level,1.322,https://www.udemy.com/building-responsive-websites-with-bootstrap-3-framework/
Create a Membership Site with Wishlist Member & Wordpress,Udemy,Web Development,All Levels,0.557,https://www.udemy.com/create-a-membership-site-with-wishlist-member/
Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,Udemy,Web Development,All Levels,0.54,https://www.udemy.com/convert-static-websites-from-html-to-php-for-web-designers/
17 Complete JavaScript   projects explained step by step,Udemy,Web Development,Beginner Level,0.327,https://www.udemy.com/17-complete-javascript-projects-explained-step-by-step/
Mastering Unix : AWK Commands,Udemy,Web Development,All Levels,0.358,https://www.udemy.com/mastering-unix-commands/
Cakephp:Creating a CRUD application,Udemy,Web Development,All Levels,0.803,https://www.udemy.com/cakephpcreating-a-crud-application/
HTML and CSS: A Guide to Web Design,Udemy,Web Development,All Levels,1.557,https://www.udemy.com/html-and-css-a-guide-to-web-design/
Drupal 8 Site Building,Udemy,Web Development,All Levels,1.942,https://www.udemy.com/drupal-8-site-building/
Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,Udemy,Web Development,All Levels,0.279,https://www.udemy.com/learn-bootstrap-4-the-most-popular-html5-css3-js-framework/
Essentials of Spring 5.0 for Developers,Udemy,Web Development,Expert Level,0.034,https://www.udemy.com/essentials-of-spring-50-for-developers/
The Extreme Web Development Course - For Beginners,Udemy,Web Development,All Levels,1.42,https://www.udemy.com/the-extreme-web-development-course/
JQuery DOM and Ajax Concept Explained for Beginners,Udemy,Web Development,All Levels,1.812,https://www.udemy.com/jquery-dom-and-ajax-concept-explained-for-beginners/
HTML Forms For Beginners: A Basic Introduction,Udemy,Web Development,Beginner Level,2.472,https://www.udemy.com/html-forms-for-beginners-a-basic-introduction/
Ultimate JavaScript Objects,Udemy,Web Development,All Levels,1.525,https://www.udemy.com/js-objects/
The Complete Web Developer Course - Build 20 Websites,Udemy,Web Development,All Levels,2.65,https://www.udemy.com/the-complete-web-developer-course-build-20-websites/
"Simple Javascript: Learn by Doing, Beginners Welcome!",Udemy,Web Development,All Levels,2.753,https://www.udemy.com/simple-javascript-learn-by-doing/
"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",Udemy,Web Development,Beginner Level,2.985,https://www.udemy.com/learn-html-css-and-ruby-on-rails-build-your-first-blog/
Learn HTML5 Canvas for beginners,Udemy,Web Development,Beginner Level,2.36,https://www.udemy.com/learn-html5-canvas-for-beginners/
Bootstrap 4 Beginners: Code a Responsive Landing Page,Udemy,Web Development,All Levels,0.948,https://www.udemy.com/bootstrap-4-beginners-code-a-responsive-landing-page/
Build Wordpress CMS Clone with Laravel 5,Udemy,Web Development,All Levels,0.392,https://www.udemy.com/build-blog-cms-with-laravel-5/
XML DTD - Crash Course for Beginners,Udemy,Web Development,All Levels,0.944,https://www.udemy.com/xml-dtd-crash-course-for-beginners/
Beginner Photoshop to HTML5 and CSS3,Udemy,Web Development,All Levels,5.0,https://www.udemy.com/psd-html5-css3/
XPATH :basics for beginners,Udemy,Web Development,All Levels,0.878,https://www.udemy.com/xpath-basics-for-beginners/
The Fastest Way to Create a Website Using Godaddy,Udemy,Web Development,Beginner Level,1.454,https://www.udemy.com/create-your-own-website/
A how to guide in HTML,Udemy,Web Development,Beginner Level,5.0,https://www.udemy.com/a-how-to-guide-in-html/
Building Better APIs with GraphQL,Udemy,Web Development,All Levels,0.555,https://www.udemy.com/building-better-apis-with-graphql/
Learn Grunt with Examples: Automate Your Front End Workflow,Udemy,Web Development,All Levels,0.496,https://www.udemy.com/learn-grunt-automate-your-front-end-workflow/
Build A Stock Downloader With Visual Studio 2015 And C#,Udemy,Web Development,Intermediate Level,0.436,https://www.udemy.com/csharpyahoostockdownloader/
jQuery UI in Action: Build 5 jQuery UI Projects,Udemy,Web Development,All Levels,0.382,https://www.udemy.com/jquery-ui-practical-build-jquery-ui-projects/
Learn jQuery from Scratch - Master of JavaScript library,Udemy,Web Development,All Levels,1.04,https://www.udemy.com/easy-jquery-for-beginner-learn-from-scratch-step-by-step/
How To Design A WordPress Website With No Coding At All,Udemy,Web Development,Beginner Level,0.306,https://www.udemy.com/how-to-make-a-wordpress-website-course/
Learn and Build using Polymer,Udemy,Web Development,All Levels,0.513,https://www.udemy.com/learn-and-build-using-polymer/
CSS Animations: Create Amazing Effects on Your Website,Udemy,Web Development,All Levels,0.3,https://www.udemy.com/css-animations-create-amazing-effects-on-your-website/
Using MODX CMS to Build Websites: A Beginner's Guide,Udemy,Web Development,Beginner Level,0.901,https://www.udemy.com/using-modx-cms-to-build-websites-a-beginners-guide/
How to Learn Online,edX,Education & Teacher Training,Introductory,4.0,https://www.edx.org/course/how-to-learn-online
Programming for Everybody (Getting Started with Python),edX,Computer Science,Introductory,4.0,https://www.edx.org/course/programming-for-everybody-getting-started-with-pyt
CS50's Introduction to Computer Science,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/cs50s-introduction-to-computer-science
The Analytics Edge,edX,Data Analysis & Statistics,Intermediate,4.0,https://www.edx.org/course/the-analytics-edge
Marketing Analytics: Marketing Measurement Strategy,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/marketing-analytics-marketing-measurement-strategy
Introduction to Project Management,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/introduction-to-project-management
Leading High-Performing Teams,edX,Communication,Intermediate,4.0,https://www.edx.org/course/leading-high-performing-teams
The Foundations of Happiness at Work,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/the-foundations-of-happiness-at-work
"Managing Study, Stress and Mental Health at University",edX,Health & Safety,Introductory,4.0,https://www.edx.org/course/managing-study-stress-and-mental-health-at-univers
Six Sigma: Define and Measure,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/six-sigma-define-and-measure
Fat Chance: Probability from the Ground Up,edX,Math,Introductory,4.0,https://www.edx.org/course/fat-chance-probability-from-the-ground-up-2
Chasing your Dream: How to End Procrastination and Get a Job You Love,edX,Communication,Introductory,4.0,https://www.edx.org/course/chasing-your-dream-how-to-end-procrastination-and
